id,Classe,Survie,Prix,PortEmbarq
id1069,3,0,6.2375,S
id1070,3,0,15.5,Q
id1071,3,0,7.8292,Q
id1072,3,1,15.5,Q
id1073,3,0,7.7333,Q
id1074,3,0,7.75,Q
id1075,3,0,7.75,Q
id1076,3,0,9.225,S
id1077,3,0,7.75,Q
id1078,3,1,7.75,Q
id1079,3,1,7.8792,Q
id1080,3,1,7.775,S
id1081,3,1,7.75,Q
id1082,3,1,7.8292,Q
id1083,3,1,3.1708,S
id1084,3,0,22.525,S
id1085,3,0,8.4042,S
id1086,3,0,7.3125,S
id1087,3,0,7.8542,S
id1088,3,0,7.8542,S
id1089,3,1,7.775,S
id1090,3,0,9.225,S
id1091,3,0,8.6625,S
id1092,3,0,8.6625,S
id1093,3,0,8.6625,S
id1094,3,0,9.2167,S
id1095,3,1,8.6833,S
id1096,3,0,7.6292,Q
id1097,3,0,21.075,S
id1098,3,0,21.075,S
id1099,3,0,21.075,S
id1100,3,0,21.075,S
id1101,3,0,21.075,S
id1102,3,0,39.6875,S
id1103,3,0,39.6875,S
id1104,3,0,39.6875,S
id1105,3,0,39.6875,S
id1106,3,0,39.6875,S
id1107,3,0,39.6875,S
id1108,3,0,8.6625,S
id1109,3,0,14.5,S
id1110,3,0,8.7125,C
id1111,3,0,7.8958,S
id1112,3,0,13.775,S
id1113,3,0,13.775,S
id1114,3,0,13.775,S
id1115,3,0,7,S
id1116,3,0,7.775,S
id1117,3,0,8.05,S
id1118,3,0,7.925,S
id1119,3,0,7.925,S
id1120,3,0,7.25,S
id1121,3,1,7.775,S
id1122,3,1,22.3583,C
id1123,3,1,22.3583,C
id1124,3,1,22.3583,C
id1125,3,0,8.1375,Q
id1126,3,0,8.05,S
id1127,3,0,7.8958,S
id1128,3,0,7.8958,S
id1129,3,0,7.8958,S
id1130,3,0,7.775,S
id1131,3,0,7.775,S
id1132,3,1,8.05,S
id1133,3,0,7.8958,S
id1134,3,0,8.6625,S
id1135,3,0,8.6625,S
id1136,3,0,7.8958,S
id1137,3,0,8.1125,S
id1138,3,0,7.2292,C
id1139,3,0,7.25,S
id1140,3,0,7.8958,S
id1141,3,0,8.05,S
id1142,3,0,29.125,Q
id1143,3,0,29.125,Q
id1144,3,0,29.125,Q
id1145,3,0,29.125,Q
id1146,3,0,29.125,Q
id1147,3,0,29.125,Q
id1148,3,0,39.6875,S
id1149,3,0,7.125,S
id1150,3,1,7.7208,Q
id1151,3,0,14.5,S
id1152,3,0,14.5,S
id1153,3,0,14.5,S
id1154,3,0,14.5,S
id1155,3,0,8.05,S
id1156,3,0,7.775,S
id1157,3,0,20.2125,S
id1158,3,0,20.2125,S
id1159,3,0,20.2125,S
id1160,3,1,8.05,S
id1161,3,0,8.05,S
id1162,3,0,8.05,S
id1163,3,1,7.75,Q
id1164,3,0,24.15,Q
id1165,3,0,7.2292,C
id1166,3,0,7.225,C
id1167,3,0,7.225,C
id1168,3,0,7.7292,Q
id1169,3,0,7.575,S
id1170,3,0,7.25,S
id1171,3,0,69.55,S
id1172,3,0,69.55,S
id1173,3,0,69.55,S
id1174,3,0,69.55,S
id1175,3,0,69.55,S
id1176,3,0,69.55,S
id1177,3,0,69.55,S
id1178,3,0,69.55,S
id1179,3,0,69.55,S
id1180,3,0,69.55,S
id1181,3,0,69.55,S
id1182,3,0,9.325,S
id1183,3,1,7.65,S
id1184,3,0,7.925,S
id1185,3,0,21.6792,C
id1186,3,0,21.6792,C
id1187,3,0,21.6792,C
id1188,3,1,16.7,S
id1189,3,1,16.7,S
id1190,3,1,16.7,S
id1191,3,1,9.5,S
id1192,3,0,8.05,S
id1193,3,0,8.05,S
id1194,3,0,7.725,Q
id1195,3,0,7.8958,S
id1196,3,0,7.75,Q
id1197,3,1,9.5,S
id1198,3,0,15.1,S
id1199,3,1,7.7792,Q
id1200,3,0,8.05,S
id1201,3,0,8.05,S
id1202,3,0,7.2292,C
id1203,3,0,8.05,S
id1204,3,0,7.8958,S
id1205,3,0,7.925,S
id1206,3,1,7.4958,S
id1207,3,0,27.9,S
id1208,3,0,27.9,S
id1209,3,0,27.9,S
id1210,3,0,27.9,S
id1211,3,0,27.9,S
id1212,3,0,27.9,S
id1213,3,0,7.8958,S
id1214,3,0,8.05,S
id1215,3,0,8.6625,S
id1216,3,0,7.75,Q
id1217,3,1,7.7333,Q
id1218,3,0,7.65,S
id1219,3,0,8.05,S
id1220,3,0,8.05,S
id1221,3,0,8.05,S
id1222,3,0,7.8958,S
id1223,3,0,8.6625,C
id1224,3,1,7.55,S
id1225,3,0,8.05,S
id1226,3,0,7.8958,S
id1227,3,0,9.8375,S
id1228,3,1,7.925,S
id1229,3,0,8.6625,S
id1230,3,0,10.4625,S
id1231,3,0,10.4625,S
id1232,3,1,8.05,S
id1233,3,1,7.925,S
id1234,3,0,7.05,S
id1235,3,0,7.775,S
id1236,3,1,9.225,S
id1237,3,0,7.7958,S
id1238,3,1,7.7958,S
id1239,3,0,8.05,S
id1240,3,1,8.5167,C
id1241,3,0,6.4375,C
id1242,3,0,6.4375,C
id1243,3,0,7.225,C
id1244,3,1,8.5167,C
id1245,3,0,8.05,S
id1246,3,0,16.1,S
id1247,3,1,16.1,S
id1248,3,0,7.925,S
id1249,3,0,7.75,Q
id1250,3,0,7.8958,S
id1251,3,0,8.05,S
id1252,3,0,8.05,S
id1253,3,0,7.2292,C
id1254,3,1,0,S
id1255,3,0,7.2292,C
id1256,3,1,15.2458,C
id1257,3,1,15.2458,C
id1258,3,1,15.2458,C
id1259,3,0,7.8958,S
id1260,3,1,9.8417,S
id1261,3,1,9.5875,S
id1262,3,0,14.5,S
id1263,3,0,14.5,S
id1264,3,0,14.5,S
id1265,3,0,24.15,S
id1266,3,0,24.15,S
id1267,3,0,24.15,S
id1268,3,0,9.5,S
id1269,3,0,9.5,S
id1270,3,0,9.5,S
id1271,3,0,9.5,S
id1272,3,0,9,S
id1273,3,0,18,S
id1274,3,0,18,S
id1275,3,0,18,S
id1276,3,0,18,S
id1277,3,1,7.225,C
id1278,3,0,7.8542,S
id1279,3,0,7.8542,S
id1280,3,0,7.8958,S
id1281,3,0,9,S
id1282,3,0,8.05,S
id1283,3,0,7.55,S
id1284,3,0,8.05,S
id1285,3,0,9.5,S
id1286,3,1,7.2292,C
id1287,3,0,7.75,S
id1288,3,0,6.4958,S
id1289,3,0,6.4958,S
id1290,3,1,7,S
id1291,3,0,8.7125,S
id1292,3,0,7.55,S
id1293,3,0,8.05,S
id1294,3,0,16.1,S
id1295,3,0,7.25,S
id1296,3,0,8.6625,S
id1297,3,0,7.25,S
id1298,3,0,9.5,S
id1299,3,0,14.4542,C
id1300,3,1,14.4542,C
id1301,3,0,7.225,C
id1302,3,0,7.225,C
id1303,3,0,14.4583,C
id1304,3,0,14.4542,C
id1305,3,0,14.4542,C
id1306,3,0,7.225,C
id1307,3,0,7.225,C
id1308,3,0,7.875,S
